##  Star in a Box 
## https://lco.global/starinabox 
## Data for a 6 solar mass star
## Columns are:
## Time, Radius (R_sun), Luminosity (L_sun), Surface Temperature (K), Mass (M_sun)
7.80084368888224E+01,1.40385203760580E+02,4.64441950330932E+03,4.02577713781169E+03,5.92647322463405E+00
7.80196425456237E+01,1.42879947771304E+02,4.76320030935430E+03,4.01574944019443E+03,5.92619673348660E+00
7.80306240892890E+01,1.45420278433641E+02,4.88501892881697E+03,4.00572945866251E+03,5.92591313748487E+00
7.80413860020809E+01,1.48007044103221E+02,5.00995305362984E+03,3.99571734563038E+03,5.92562225208424E+00
7.80519326766170E+01,1.50641109169925E+02,5.13808236269288E+03,3.98571325141413E+03,5.92532388790823E+00
7.80622684176624E+01,1.53323354367371E+02,5.26948857268980E+03,3.97571732422785E+03,5.92501785062124E+00
7.80723974438869E+01,1.56054677088648E+02,5.40425549020502E+03,3.96572971017993E+03,5.92470394079784E+00
7.80823238895869E+01,1.58835991708365E+02,5.54246906517214E+03,3.95575055326937E+03,5.92438195378872E+00
7.80920518063729E+01,1.61668229911216E+02,5.68421744569016E+03,3.94577999538201E+03,5.92405167958296E+00
7.81015851648231E+01,1.64552341027163E+02,5.82959103424149E+03,3.93581817628670E+03,5.92371290266674E+00
7.81109278561044E+01,1.67489292373411E+02,5.97868254534767E+03,3.92586523363132E+03,5.92336540187826E+00
7.81200836935600E+01,1.70480069603304E+02,6.13158706469978E+03,3.91592130293879E+03,5.92300895025886E+00
7.81290564142666E+01,1.73525677062298E+02,6.28840210980082E+03,3.90598651760295E+03,5.92264331490011E+00
7.81378496805590E+01,1.76627138151187E+02,6.44922769215941E+03,3.89606100888435E+03,5.92226825678697E+00
7.81464670815255E+01,1.79785495696705E+02,6.61416638107323E+03,3.88614490590592E+03,5.92188353063666E+00
7.81549121344727E+01,1.83001812329738E+02,6.78332336904559E+03,3.87623833564841E+03,5.92148888473336E+00
7.81631882863610E+01,1.86277170871208E+02,6.95680653887212E+03,3.86634142294593E+03,5.92108406075845E+00
7.81712989152115E+01,1.89612674725935E+02,7.13472653244649E+03,3.85645429048107E+03,5.92066879361631E+00
7.81792473314850E+01,1.93009448284544E+02,7.31719682132327E+03,3.84657705878003E+03,5.92024281125545E+00
7.81870367794330E+01,1.96468637333661E+02,7.50433377908668E+03,3.83670984620754E+03,5.91980583448491E+00
7.81946704384221E+01,1.99991409474562E+02,7.69625675556949E+03,3.82685276896159E+03,5.91935757678579E+00
7.82021514242314E+01,2.03578954550501E+02,7.89308815297091E+03,3.81700594106799E+03,5.91889774411780E+00
7.82094827903245E+01,2.07232485082871E+02,8.09495350392066E+03,3.80716947437469E+03,5.91842603472058E+00
